ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
6091,Inner Light: Childhood's End,內心之光：童年不再,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00080),Scenario Mystery 4 title,,,,221758,,
7204,"Lea. Her name comes back to you as she looks toward the horizon, frowning.",莉。莉皺著眉望向地平線，於此同時你想起了她的名字。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00081),,,narrator,narrator,223532,,
6094,"“Kal, another dust storm is coming. Let's finish with these moss veins and get back inside.” You clench the rope with your six-digit, two-thumb hands and start climbing towards the last of the moss veins which keeps the bark of Home healthy and alive.

“This one is almost completely dry, too.” You speak out, which upsets your sister. You remember that speaking words instead of sending them had always been an expression of deep, uncontrollable feelings. “Only four dozen out of three hundred are still alive. I fear Home will not survive for much longer. Mother would be devastated.”

You both enter Home in grim silence. As you enter the dim-lit hollow, the mirage fades and you wake up in your chair.","“卡爾，沙塵暴又要來襲了。我們快把苔蘚採集完，然後回屋吧。”你用長著六根手指（其中包括兩根拇指）的手握緊繩子，並開始爬向最後的苔蘚葉脈。這些苔蘚維持著家園樹皮的存活與健康。

“這一塊也幾乎全乾了。”你開口說道，但這令你姐姐十分沮喪。你回憶起開口說話而非心靈感應向來只用來表達內心深處無法控制的情感。“三百人中只剩下四五十人還活著。恐怕家園堅持不了多久了。母親一定會無比失望。”

你倆無言地進入了家園。你們進入燈光昏暗的樹洞中時，幻景消失，你在椅子上醒來。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00082),Scenario Mystery 4 text,,,,223532,,
6096,Inner Light: Fallen to Dream,內心之光：入夢,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00091),Scenario Mystery 4 title,,,,221758,,
7205,"The shimmering lights sweep through the Colony, pulling Colonist after Colonist into ever deeper states of trance.",閃爍的光芒席捲整個殖民地，導致居民們陷入了程度更甚以往的深度昏睡之中。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00092),,,narrator,narrator,223532,,
6097,"The staff has dubbed the more susceptible ones “Dreamers,” as it seems that witnessing the mirage sends them into a deep hypnotic slumber where they experience intense emotions and physical strain. Attempts to wake up a Dreamer had proven disastrous – the Colonist screamed, fell into shock and had to be sedated to prevent a potential heart attack.

As you read this, you wonder when you would become one of these unfortunate souls, unable to take care of the Colony.","工作人員給易陷入夢境的居民起綽號為“入夢人”，因為目睹幻景能讓他們陷入深度催眠狀態，在這種狀態下，他們會經歷強烈的情感以及肉體上的壓力。事實證明，喚醒入夢人的做法引發了災難性的後果。被強行喚醒的殖民地居民會尖叫並陷入休克，不得不對其使用鎮靜劑，以防止可能發作的心臟病。

讀到這裡，你不禁猜想自己有朝一日是否也變成這些不幸者中的一員，從而喪失照料殖民地的能力。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00093),Scenario Mystery 4 text,,,,223532,,
6098,Only time knows.,只有走一步算一步了。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00096),Scenario Mystery 4 choice1,,,,223532,,
6099,The mirages have intensified. Some Colonists have fallen deeper into the hallucinations than others. We have dubbed these people Dreamers.,幻景強度提高了。部分殖民地居民陷入幻覺的深度超乎尋常。他們稱這類人為入夢人。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00100),Scenario Mystery 4 text,,,,223978,,
6100,Inner Light: Psychometry,內心之光：心理測驗,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00111),Scenario Mystery 4 title,,,,221758,,
7206,One of Earth’s top scientists has a new and intriguing paper on the Dreams. An unorthodox one.,地球上一名頂尖科學家新發表了一篇與夢境相關的論文，十分有意思。與傳統觀念有相當大的出入。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00112),,,narrator,narrator,223532,,
6101,"It supports the hypothesis that they experience real events rather than hallucinations or an imagined reality. The scientific community on Earth discarded the paper as rubbish and some have even condemned the author.

The Chief Scientist, however, believes the hypothesis could lead somewhere and wants to run MRI scans as they monitor the Dreamers, especially while they are in the trance, and analyze the data.

<effect>New research on the mystery of the Dreamers is now available.","結論表明他們經歷的其實是真實發生過的事件，而非幻覺或想像出來的現實。地球上的科學界視此論文為一派胡言，有些人甚至譴責作者。

然而，首席科學家相信這一假說或許能給我們提供某種線索，並想要對入夢人進行核磁共振掃描，同時對其進行監測（特別是在其昏睡期間），並分析資料。

<effect>入夢人謎團已有新研究可用。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00113),Scenario Mystery 4 text,,,,223729,,
6102,Sweet opportunity!,這是個大好機會！,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00116),Scenario Mystery 4 choice1,,,,223532,,
6103,We have devised a system to monitor the Dreamers. We should divert resources to Dream Simulation research to shed light on the mirages.,我們設計出了用來監控入夢人的系統。我們應該調動資源進行夢境模擬研究，並解開幻景之謎。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00120),Scenario Mystery 4 text,,,,223978,,
7207,"You sit comfortably as the Mirage washes over you, taking you deeper into the trance. The next thing you know, you’re Kal once again.",你舒適地坐著，迎接幻象席捲你的全身，使你陷入更深層次的昏睡中。你又變成了卡爾。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00163),,,narrator,narrator,223532,,
6105,"You’re sitting in your spartan office, re-reading the letter you got from your Mother. Every letter of her handwriting bears the emotional imprint of grief and desperation and you fail to remain calm. She’s writing to ask for your help as a steward to Watcher Bor, a powerful representative of the Authority you've been serving almost a decade now. The dust storms and the drought have hit the Clan badly in the recent cycles, bringing the horrors of starvation upon them. The neighboring Clans have already given in to the merciless heat and fled to the cities, abandoning the empty dry husks of their Home Trees to rot in the sun.

You are afraid that you won't be of much help to your Clan. From what you’ve witnessed so far, you know well that the Authority is aware of the hardships the farming Clans are facing but denies the severity of the drought. Above all else, you fear the reaction of your master, yet your loyalty to your Mother leaves you with no other choice but to talk to him.","你坐在簡樸的辦公室裡，重讀著母親寫來的信。她寫的每一個字裡都凝聚著悲傷與絕望的情感，你再也無法儲存冷靜。她寫信請求你的幫助，具體來說，是擔任波爾督查的管家，此人是你效力將近10年的當權機構中的一名代表，頗有權勢。沙塵暴和旱災令氏族在最近幾天中損失慘重，氏族成員陷入了恐懼與饑荒之中。毗鄰的氏族已經無法忍受無情的熱浪並逃向了城市，任由他們只剩乾燥空殼家園樹在烈日下暴晒風化。

你擔心自己幫不上自己族人什麼忙。根據你到目前為止目睹到的情況，你很清楚當權機構對農業氏族的困境心知肚明，但否認旱災的嚴重程度。最重要的是，你害怕自己主人做出的反應，但孝順母親的你除了與他談談別無選擇。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00164),Scenario Mystery 4 text,,,,223729,,
7208,"The Watcher senses your approach, turning to face you before you can so much as utter a word.",督查感覺到你的接近，你還沒來得及開口，他就轉過頭來面對著你。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00170),,,narrator,narrator,223532,,
6106,"“Kal, I already know what’s bothering you. Or you presumed that such an obvious thought wouldn’t have surfaced? Of course not. Anyway, I strongly recommend you not to give way to such… lowly concerns. Kal, look at me. Do you truly believe the lies your Mother has fed into your heart? Do you believe that the Authority would allow their people to die in vain? These thoughts are forbidden and you know what the punishment is…”

You shiver when he mentions it. He smiles at your reaction.

“You have been such a good steward all these years, and I know that you would never betray my trust. This nonsense ends now. Do we have an agreement, Kal?”

You hear yourself whisper, “Yes, Watcher.”","“卡爾，我知道你為什麼事發愁。難道你以為這麼明顯的想法不會自己浮上表面嗎？那你就想錯了。不管怎樣，我勸你不要因為這種……不值一提的事而憂心忡忡。卡爾，看著我。你真的把母親的謊言聽到心裡去了嗎？你覺得當權者會讓自己的人民白白死去嗎？我們不許擁有這種想法，不然會受到懲罰……”

他說道這裡，你不禁打了個寒顫。看到你的反應，他露出笑容。

“你多年以來都是個盡職盡責的好管家，我知道你永遠不會辜負我的信任。別再為這些子虛烏有的事擔憂了。你能做到嗎，卡爾？”

你聽到自己低聲答道：“能，督查。”",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00171),Scenario Mystery 4 text,,,,223532,,
7209,Later that evening you stand next to the Watcher as he gives a speech before the Chamber of Labor.,當晚的晚些時候，當督查在勞動議會面前發表演講時，你就站在他身邊。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00178),,,narrator,narrator,223532,,
6107,"The event is purely for show, as is the enthusiasm with which the public applauds the Watcher’s last words. Not that they have any other option – any misdemeanor is an instant trip to the reeducation stations.

You can see some people in the crowd who are Clan representatives from the neighboring farms. Almost the entire region is gathered here. You have to show them the truth – that the Authority doesn't care about them, that they are alone. Maybe then it would make a change!","這一事件只是做做樣子，為督查鼓掌的人群展現出的熱情也是如此。倒不是說他們心裡沒有別的想法，只是一切不正當的行為都會導致犯錯者立刻被送往再教育站。

你在人群中看到了毗鄰農場的氏族代表。整個區域內的幾乎所有人都聚集在這裡。你必須告訴他們真相。真相就是當權機構並不在乎他們，他們孤立無援。也許這樣做能帶來轉機！",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00179),Scenario Mystery 4 text,,,,223532,,
6108,You jump out in front and telepathically project the message.,你一步跳上前，用心靈感應將消息發了出去。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00182),Scenario Mystery 4 choice1,,,,223532,,
6109,You keep it to yourself and wait for a better time to act.,你剋制住了衝動，等待更好的行動時機。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00183),Scenario Mystery 4 choice2,,,,223532,,
7210,You have a moment in front of the crowd before reality crystallizes. Freezes. Shatters.,你將自己展示在了人群之前，片刻之後，現實開始結晶。凍結。破碎。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00191),,,narrator,narrator,223532,,
6110,"You wake up abruptly, with the feeling that something is wrong. You don't remember it that way...",你突然醒來，感覺有些不對勁。這和你記憶中的不太一樣……,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00192),Scenario Mystery 4 text,,,,222166,,
6104,Inner Light: Fleeting Reality,內心之光：飛逝的現實,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00207),Scenario Mystery 4 title,,,,221758,,
7211,“Patience is a virtue.” You can practically hear your Clan Mother saying it now.,“耐心是一種美德。”你幾乎聽到氏族母親在你耳邊說出了這句話。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00208),,,narrator,narrator,223532,,
6111,"You keep your mouth shut and calm your thoughts, hoping that Bor is distracted enough by the conversations with the rich industrialists to not notice your momentary excitement. You know that your time will come soon – wasting the opportunity to help your Clan now wouldn't do any good.

You wake up in your room, back on Mars, with a feeling of purpose and relaxation.","你緊閉著嘴，平靜著自己的思緒，希望忙於和富有的工業家溝通的波爾沒有注意到你短暫的興奮之情。你知道你的時機很快就會到來，現在把幫助你氏族的機會白白浪費沒有任何好處。

你在自己的房間裡醒來，感覺自己決心堅定，身心放鬆。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00209),Scenario Mystery 4 text,,,,223532,,
6095,Wake Up,甦醒,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00212),Scenario Mystery 4 choice1,,,,221758,,
6112,Our scientists have proposed  that the intensity of the hallucinations is linked with the number of people who experience them.,我們的科學家指出幻覺的強度與經歷幻覺的人數有關。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00232),Scenario Mystery 4 text,,,,223978,,
7212,"Kal. The note in your hand bears your name, its mysterious writer bidding you to visit them in the garden.",卡爾。你手裡的便條上寫著你的名字，其神祕的作者請你去花園裡見他們。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00256),,,narrator,narrator,223532,,
6114,"The sense of danger tingles in the back of your head, a keen tool you have developed over the years of climbing through the intrigue-filled political structure of the Authority. Your contacts wouldn’t be so enigmatic, but neither would be any assassins sent by your competitors to put an end to you. You admit to yourself that your curiosity is sparkled, but you take precautions and tuck in the small pistol in your robes before getting outside.

The night is very hot, even though it is winter. The weather these days had gone crazy and it has been both a blessing and a curse – it served your cause well, giving extra credibility to your mutinous words, but it also whispered the coming end for the last of the farming Clans and the cities overflowing with starving refugees. You sit by the orchards and prepare for a long wait.","危險的預感令你頭皮發麻。常年在危機四伏的政界摸爬滾打的你慢慢培養出了這種敏銳的直覺。你的聯絡人並不神祕，但你競爭對手派來取你性命的刺客也是如此。你承認這一情況引起了你的好奇心，但你為以防萬一，先在長袍裡藏了一把小手槍才出去。

雖然現在是冬天，但夜晚依然酷熱難當。最近這些天的天氣簡直莫名其妙，對你來說這既是賜福也是詛咒。這種天氣很好地促進了你事業的發展，使你煽動叛亂的話語愈發可信，但這也預示著最後的農業氏族即將走到盡頭，各座城市將充斥著飢餓的難民。你坐在果園旁，準備進行漫長的等待。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00257),Scenario Mystery 4 text,,,,223037,,
7213,Your eyes flutter open as you feel the presence of someone else there. A figure in the bushes. You can’t help but to gasp as they step into the dim glow of the streetlight.,你感覺到了其他人的存在，於是猛然睜開眼。灌木叢裡有一個人影。這個人走進了街上昏暗的燈光下，令你倒吸一口涼氣。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00263),,,narrator,narrator,223532,,
6115,"“Lea...” Your breath stops in your throat, silencing your voice. You feel tears forming in the corners of your eyes. Your sister projects love and happiness over the telepathic link and sweeps her own tears away.

“Is it really you, Kal? I've missed you so much!”

“I'm so happy to see you! Where have you been? What happened to you?”

“I've been doing the same thing as you – trying to free us from the Authority. I've found out terrible secrets and the solution to our problems – but it's dangerous, even fatal. My comrades devised a cure.” She opens her palm – two vials of pale liquid lay there. “So I've come to you to take the cure with you. If I'm to die here today, I want to do so in your embrace, Kal. We are the only survivors of our Clan and I want to rest with my people.”

“What are you talking about, Lea? It doesn't make sense!”","“莉……”嗚咽打斷了你的話語。你感覺到眼淚湧上眼角。你的姐姐用心靈感應的方式用愛和快樂的情感席捲你的內心，將眼淚一掃而光。

“真的是你嗎，卡爾？我好想你！”

“真高興能見到你！你去哪裡了？你還好嗎？”

“我一直在和你為了相同的目標而奮鬥，即把我們從當權機構手中解放出來。我發現了可怕的祕密，也找到了我們問題的解決方案，但這麼做十分危險，甚至會出人命。我的夥伴們製作出了治療劑。”她攤開手掌，掌中放著兩小瓶顏色灰白的液體。“我是來和你一起喝下治療劑的。如果我活不過今天，那我想要在珍視之人的懷中迎接死亡，卡爾。我們一族只剩我們倆了，我想和族人們一起安息。”

“莉，你這話什麼意思？我沒聽明白！”",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00264),Scenario Mystery 4 text,,,,223532,,
7214,"Lea sits down beside you, taking your hand.",莉在你身邊坐下，握住了你的手。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00271),,,narrator,narrator,223532,,
12571,"“We have been deceived the whole time, Kal. The Clans exist for only a generation; our centuries-long traditions and culture are a lie. The people from the cities killed the land with their industry and their wars, so the Authority crafted us from flesh and blood to resettle the planet and work like slaves to feed the cities. But the drought proved stronger than they thought, so they are abandoning us. We are a failed project, Kal, but we are also living people and we refuse to let go and die.”

She pauses to catch her breath.

“The Authority couldn't release millions of people without a safety kill-switch. So they imprinted our genes with stronger telepathic abilities – so that they could read our minds and wipe us out with terrible weapons designed to kill only us. To be free, we must sever our telepathic link. This is what the cure does, but it kills one in three. It is crucial to set you free, Kal, because you're a Watcher. You can deceive the Authority about the people in this sector and allow us to spread the cure through the local Clans. Then we will have an army.”

You are unsure and confused. But Lea presses on.

“No time to think, Kal. Let's do it now – let's take the cure together.”","“卡爾，一直以來我們都被騙了。我們氏族一共只存在了短短三十年；我們所謂幾百年的悠久歷史都是騙人的。城裡人的工業和戰爭使土地寸草不生，因此當權機構用血肉創造出了我們，讓我們在這顆星球上的別處定居，並把我們當成奴隸為他們耕作，為城市提供食物。但旱災的嚴重程度超出了他們的預期，因此他們打算拋棄我們。卡爾，我們是個失敗的工程，但我們也是活生生的人，我們拒絕放棄並就此死去。”

她停了一下，喘了口氣。

“當權機構在將幾百萬我們這樣的奴隸放出來之前，在我們體內安裝了某種實驗安全開關。他們強化了我們基因中的心靈感應能力，這樣他們就能知道我們在想什麼，並用只對我們生效的可怕武器把我們消滅光。為了自由，我們必須切斷自己的心靈連結。而這正是治療劑的作用，但喝下後有三分之一致死率。卡爾，讓你獲得自由至關重要，因為你是一名督查。你可以向當權機構隱瞞此區域人們的真實情況，這樣我們便能在當地部族之中散播治療劑。那時候我們就能組建起一支大軍。”

你感到猶豫而困惑。但莉沒有給你緩神的機會。

“卡爾，沒時間給你考慮了。我們現在就一起服下治療劑吧。”",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00272),Scenario Mystery 4 text,,,,244011,,
6117,"“We’ll take the cure together, Lea. I'm here with you, there's nothing to be afraid of.”",“莉，我們一起服下治療劑吧。有我在你身邊，你什麼都不用害怕。”,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00274),Scenario Mystery 4 choice1,,,,223532,,
6118,"“No, Lea, let me be the only one to take the risk. I can't lose you now that I've just found you.”",“不行，莉，我一個人冒險就行了。我剛剛找到你，不能就這麼失去你。”,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00275),Scenario Mystery 4 choice2,,,,223532,,
6119,“I know people who will help us refine the cure and make it safer. No need to rush now.”,“我有認識的人能幫我們改良解藥，降低風險。不用現在就急著喝。”,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00276),Scenario Mystery 4 choice3,,,,223532,,
7215,The liquid in the vial tastes like nothing. Like death. You can feel your mouth forming the words.,小瓶裡的液體沒有任何味道。就像死亡。你感覺到你不由自主地說出了這幾個字。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00284),,,narrator,narrator,223532,,
6120,"Then oblivion comes. You fall unconscious, failing to witness the convulsions which shake your body. You wake up just before dawn. Lea lies still beside you. She's not breathing.

The rising sun mercilessly dries your bitter tears from the sand.

<effect>A Dreamer dies.","然後眼前的景象都消失了。你昏了過去，沒能目睹自己因痙攣而不住顫抖的身體。你剛好在黎明之前醒來。莉仍躺在你身邊。她停止了呼吸。

初升的太陽無情地蒸乾了你滴落在沙地上的苦澀眼淚。

<effect>一位入夢人死了。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00285),Scenario Mystery 4 text,,,,223532,,
6121,Wake up in tears...,淚眼朦朧地醒來……,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00288),Scenario Mystery 4 choice1,,,,221758,,
6122,Inner Light: Always Together,內心之光：永遠在一起,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00304),Scenario Mystery 4 title,,,,223532,,
7216,The liquid in the vial tastes like nothing. Like death. You can barely hear yourself say it before a wave of oblivion sweeps over you.,小瓶裡的液體沒有任何味道。就像死亡。你還沒來得及說出這幾個字，就陷入了昏迷。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00305),,,narrator,narrator,223532,,
6123,"You won't remember it, but your body shakes in painful convulsions in the hands of your loving sister who watches over you the entire night. You wake up just before dawn. When you open your eyes, you look into the smiling face of Lea.

“Welcome back, silly.”

<effect>Several Dreamers gain negative traits.","雖然你自己不記得，但你的身體痛苦地抽搐。你慈愛的姐姐整晚都在照顧你。你剛好在黎明之前醒來。你睜開眼就看到了笑容滿面的莉。

“歡迎回來，小傻瓜。”

<effect>若干名入夢人獲得了負面特性。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00306),Scenario Mystery 4 text,,,,223532,,
6113,Inner Light: Always Together,內心之光：永遠在一起,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00336),Scenario Mystery 4 title,,,,221758,,
7217,Finding your sister after all these years. The thought of losing her again is enough to break you.,過了這麼多年，居然能與姐姐重逢。一想到可能再次失去她，你就感到絕望。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00337),,,narrator,narrator,223532,,
6125,"Luckily, you know just the right disillusioned government biologists who would take great interest in the formula for the cure. You hide the vials under your robe and give Lea a hand. You sit down by a tree and talk for hours and hours until the sun dawns on the horizon. Then she kisses you farewell and vanishes in the waking city. You have the feeling that you will see her soon enough.

<effect>Additional Dreamers are created.","幸運的是，你正好認識對政府徹底失望並對研製治療劑特別感興趣的生物學家。你把小瓶藏在長袍下，並向莉伸出手。你們在樹旁坐下，一聊就是一整晚，直到太陽從地平線升起。然後她與你吻別，消失在了即將甦醒的城市裡。你預感很快就會和她再次見面。

<effect>出現了新的入夢人。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00338),Scenario Mystery 4 text,,,,223739,,
6126,Our hypothesis on the effect of the number of Dreamers present in the Colony has been confirmed.,我們關於殖民地裡入夢人數量效應的假設已經得到證實。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00364),Scenario Mystery 4 text,,,,223978,,
6127,Inner Light: Resonance,內心之光：共鳴,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00374),Scenario Mystery 4 title,,,,221758,,
7218,"You wake up startled under your own bedsheets, the world outside pitch black. A disturbing dream, not that you remember much of it.",你錯愕的在自己的床上醒來，外面的世界一片漆黑。雖然夢中發生的事你大多已記不清，但這確實是個令人不安的夢。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00375),,,narrator,narrator,223532,,
6128,"For a moment you think there is another Mirage happening, but it’s no such thing. You clearly remember the voices who kept on repeating the same words over and over:

“Find us again, Kal! Don’t you remember us? Find us again, Kal…”

You cannot shake the feeling that there were voices of people from the Colony and some others who sounded strangely familiar.

<hint>Let more Dreamers experience the Mirages.","有那麼一刻你感覺看到了其他幻景，但並不存在其他幻景。你清楚地記得一個聲音一遍又一遍地重複著一句話：

“卡爾，再來找我們吧！你不記得我們了嗎？卡爾，再來找我們吧……”

你強烈的直覺告訴你這個聲音是殖民地居民以及其他你不知為何似曾相識的人發出的。

<hint>讓更多入夢人體驗幻景。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00376),Scenario Mystery 4 text,,,,223911,,
6129,Strange. And disturbing…,不可思議。且令人不安……,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00378),Scenario Mystery 4 choice1,,,,221758,,
7219,The day is searing hot. You find refuge in the blessedly cool corridors of the Home Tree.,空氣中熱浪灼人。幸運的是，你在家園樹涼爽的角落裡找到了避暑之所。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00398),,,narrator,narrator,223532,,
6131,"The doors behind you shut just as the shuttle takes off. No time to catch your breath as the gathering is about to begin.

Hundreds of people had come to the Red Valley Home Tree to answer your call. The conspiracy you’ve been gathering in the past year or so has grown to numbers which require the establishment of organization or at least a unified plan for the future. This is why you have ventured to the other side of the globe to contact local anti-Authority dissidents.

The things you have seen lifted the veil created by the misinformation and propaganda you had all been fed. You have seen cities overrun by disease and starvation, where angry mobs riot every day in a desperate attempt to avoid the inevitable. You have seen the barren landscapes of the planet, dotted by the ruins of cities and factories, where nothing lives and grows. The world is dying and you know this with all of your heart and mind.","你身後的門剛關上，穿梭機就升空了。集會即將開始，你沒時間喘口氣了。

成百上千居民回應了你的號召，並來到了紅谷家園樹。你透過多年的策劃，勢力已經發展到今天這個程度，因此必須建立一個組織，或至少得為未來制定一個統一的計劃。因此你來到了星球的另一側，與當地反政府勢力取得了聯絡。

你看到的景象戳破了錯誤資訊以及政治宣傳多年以來製造的假象。你看到了疾病和饑荒橫行的城市，憤怒的暴民每天進行暴動，雖然這只是走投無路的人在苟延殘喘。你看到了在這顆星球貧瘠的大地上，城市和工廠的廢墟星羅棋佈，這些廢墟裡荒無人煙，寸草不生。你發自內心地清楚這個世界正在走向死亡。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00399),Scenario Mystery 4 text,,,,223532,,
7220,"The waters of the deep ground reservoir are long gone, replaced now with the leaders of various resistance cells.",地下水庫裡的水早已乾涸，取而代之的是各地反抗勢力的領導者。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00405),,,narrator,narrator,223532,,
6132,"They all await you to start the meeting and you don’t keep them in suspense. The horrible truth devours your heart and you have to share the burden with them, listen to their words and advice and set the course for the future.

You know the gathering wouldn’t be easy as the tensions had grown strong within the ranks of the resistance – Clansmen straying from city-dwellers and vice versa. Bad blood is running between the two groups, each viewing the other as something far too different to tolerate. You’re attributing much of this behavior to the recent effects of the Cure taken by your clansmen, which turned their world upside down. You hope they realize the vital role of the city dissidents – mostly scientists and thinkers – who bear skills and knowledge of which your people had been deprived on purpose.

You don’t have any intention to delay the meeting. You stand before the crowd and start to raise your voice. The murmur in the reservoir stops and everybody listens.","人們都在等著你召開會議，你不打算讓他們久等。可怕的真相吞噬了你的內心，你必須與他們一起揹負這個重擔。聆聽他們的話語與建議，並規劃未來的方向。

你知道氏族成員與城市居民無法達成共識導致反抗勢力內部關係日益緊張，因此這次聚集到這麼多人實屬不易。這兩個群體之間積怨已久，他們認為彼此之間的差別太大，無法互相容忍。你認為這種情況很大程度上是因為最近氏族成員喝下了治療劑，而治療劑徹底顛覆了他們所熟知的世界。你希望他們意識到城市反抗者扮演的重要角色。這些人主要由科學家和思想家組成，他們擁有你的同胞被故意剝奪的技巧與知識。

事不宜遲，你打算儘快召開會議。你站在人群面前，開始大聲發言。水庫中的低語聲消失了，人人都在聚精會神地聽。",,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00406),Scenario Mystery 4 text,,,,223532,,
7221,"You talk for what seems an eternity, hoping beyond hope that your words are enough to reach the hearts of your audience.",經過了無比漫長的時間，你發言結束，心中希望你的話語能觸動聽眾的心靈。,,,OK,,,,,Trunk\Mars/Data/Scenario/Mystery_4.lua(00413),,,narrator,narrator,223532,,
